id,name,fullname,name-revised,fullname-revised
WOS:000326502200003,"Crandall, DJ|Owens, A|Snavely, N|Huttenlocher, DP","Crandall, David J.|Owens, Andrew|Snavely, Noah|Huttenlocher, Daniel P.","Crandall, DJ|Owens, A|Snavely, N|Huttenlocher, DP","Crandall, David J.|Owens, Andrew|Snavely, Noah|Huttenlocher, Daniel P."
WOS:000326744200054,"Fox, GC","Fox, Geoffrey C.","Fox, GC","Fox, Geoffrey C."
WOS:000326842700025,"Toscos, T|Connelly, K|Rogers, Y","Toscos, Tammy|Connelly, Kay|Rogers, Yvonne","Toscos, T|Connelly, KH|Rogers, Y","Toscos, Tammy|Connelly, Kay H.|Rogers, Yvonne"
WOS:000326842700056,"Barnes, P|Caine, K|Connelly, K|Siek, K","Barnes, Priscilla|Caine, Kelly|Connelly, Kay|Siek, Katie","Barnes, P|Caine, K|Connelly, KH|Siek, KA","Barnes, Priscilla|Caine, Kelly|Connelly, Kay H.|Siek, Katie A."
WOS:000327342300044,"Mitchell, JE|Crandall, DJ|Fox, GC|Rahnemoonfar, M|Paden, JD","Mitchell, Jerome E.|Crandall, David J.|Fox, Geoffrey C.|Rahnemoonfar, Maryam|Paden, John D.","Mitchell, JE|Crandall, DJ|Fox, GC|Rahnemoonfar, M|Paden, JD","Mitchell, Jerome E.|Crandall, David J.|Fox, Geoffrey C.|Rahnemoonfar, Maryam|Paden, John D."
WOS:000328839100025,"Xue, L|Wang, PC|Wang, LS|Renzi, E|Radivojac, P|Tang, HX|Arnold, R|Zhu, JK|Tao, WA","Xue, Liang|Wang, Pengcheng|Wang, Lianshui|Renzi, Emily|Radivojac, Predrag|Tang, Haixu|Arnold, Randy|Zhu, Jian-Kang|Tao, W. Andy","Xue, L|Wang, PC|Wang, LS|Renzi, E|Radivojac, P|Tang, HX|Arnold, R|Zhu, JK|Tao, WA","Xue, Liang|Wang, Pengcheng|Wang, Lianshui|Renzi, Emily|Radivojac, Predrag|Tang, Haixu X.|Arnold, Randy|Zhu, Jian-Kang|Tao, W. Andy"
WOS:000329618400561,"Li, ZY|Pejaver, V|Arnold, R|Mukhopadhyay, S|Clemmer, D|Radivojac, P","Li, Zhiyu|Pejaver, Vikas|Arnold, Randy|Mukhopadhyay, Suchetana|Clemmer, David|Radivojac, Predrag","Li, ZY|Pejaver, V|Arnold, R|Mukhopadhyay, S|Clemmer, D|Radivojac, P","Li, Zhiyu|Pejaver, Vikas|Arnold, Randy|Mukhopadhyay, Suchetana|Clemmer, David|Radivojac, Predrag"
WOS:000329618401828,"Yu, CY|Mayampurath, A|Tang, HX","Yu, Chuan-Yih|Mayampurath, Anoop|Tang, Haixu","Yu, CY|Mayampurath, A|Tang, HX","Yu, Chuan-Yih|Mayampurath, Anoop|Tang, Haixu X."
WOS:000330090500008,"Kendall-Morwick, J|Leake, D","Kendall-Morwick, Joseph|Leake, David","Kendall-Morwick, J|Leake, DB","Kendall-Morwick, Joseph|Leake, David B."
WOS:000330195500008,"Ruan, Y|Fox, G","Ruan, Yang|Fox, Geoffrey","Ruan, Y|Fox, GC","Ruan, Yang|Fox, Geoffrey C."
WOS:000330537000021,"Leymarie, N|Griffin, PJ|Jonscher, K|Kolarich, D|Orlando, R|McComb, M|Zaia, J|Aguilan, J|Alley, WR|Altmann, F|Ball, LE|Basumallick, L|Bazemore-Walker, CR|Behnken, H|Blank, MA|Brown, KJ|Bunz, SC|Cairo, CW|Cipollo, JF|Daneshfar, R|Desaire, H|Drake, RR|Go, EP|Goldman, R|Gruber, C|Halim, A|Hathout, Y|Hensbergen, PJ|Horn, DM|Hurum, D|Jabs, W|Larson, G|Ly, M|Mann, BF|Marx, K|Mechref, Y|Meyer, B|Moginger, U|Neususs, C|Nilsson, J|Novotny, MV|Nyalwidhe, JO|Packer, NH|Pompach, P|Reiz, B|Resemann, A|Rohrer, JS|Ruthenbeck, A|Sanda, M|Schulz, JM|Schweiger-Hufnagel, U|Sihlbom, C|Song, E|Staples, GO|Suckau, D|Tang, HX|Thaysen-Andersen, M|Viner, RI|An, YM|Valmuv, L|Wada, Y|Watson, M|Windwarder, M|Whittal, R|Wuhrer, M|Zhu, YY|Zou, CX","Leymarie, Nancy|Griffin, Paula J.|Jonscher, Karen|Kolarich, Daniel|Orlando, Ron|McComb, Mark|Zaia, Joseph|Aguilan, Jennifer|Alley, William R.|Altmann, Friederich|Ball, Lauren E.|Basumallick, Lipika|Bazemore-Walker, Carthene R.|Behnken, Henning|Blank, Michael A.|Brown, Kristy J.|Bunz, Svenja-Catharina|Cairo, Christopher W.|Cipollo, John F.|Daneshfar, Rambod|Desaire, Heather|Drake, Richard R.|Go, Eden P.|Goldman, Radoslav|Gruber, Clemens|Halim, Adnan|Hathout, Yetrib|Hensbergen, Paul J.|Horn, David M.|Hurum, Deanna|Jabs, Wolfgang|Larson, Goran|Ly, Mellisa|Mann, Benjamin F.|Marx, Kristina|Mechref, Yehia|Meyer, Bernd|Moeginger, Uwe|Neusuess, Christian|Nilsson, Jonas|Novotny, Milos V.|Nyalwidhe, Julius O.|Packer, Nicolle H.|Pompach, Petr|Reiz, Bela|Resemann, Anja|Rohrer, Jeffrey S.|Ruthenbeck, Alexandra|Sanda, Miloslav|Schulz, Jan Mirco|Schweiger-Hufnagel, Ulrike|Sihlbom, Carina|Song, Ehwang|Staples, Gregory O.|Suckau, Detlev|Tang, Haixu|Thaysen-Andersen, Morten|Viner, Rosa I.|An, Yanming|Valmuv, Leena|Wada, Yoshinao|Watson, Megan|Windwarder, Markus|Whittal, Randy|Wuhrer, Manfred|Zhu, Yiying|Zou, Chunxia","Leymarie, N|Griffin, PJ|Jonscher, K|Kolarich, D|Orlando, R|McComb, M|Zaia, J|Aguilan, J|Alley, WR|Altmann, F|Ball, LE|Basumallick, L|Bazemore-Walker, CR|Behnken, H|Blank, MA|Brown, KJ|Bunz, SC|Cairo, CW|Cipollo, JF|Daneshfar, R|Desaire, H|Drake, RR|Go, EP|Goldman, R|Gruber, C|Halim, A|Hathout, Y|Hensbergen, PJ|Horn, DM|Hurum, D|Jabs, W|Larson, G|Ly, M|Mann, BF|Marx, K|Mechref, Y|Meyer, B|Moginger, U|Neususs, C|Nilsson, J|Novotny, MV|Nyalwidhe, JO|Packer, NH|Pompach, P|Reiz, B|Resemann, A|Rohrer, JS|Ruthenbeck, A|Sanda, M|Schulz, JM|Schweiger-Hufnagel, U|Sihlbom, C|Song, E|Staples, GO|Suckau, D|Tang, HX|Thaysen-Andersen, M|Viner, RI|An, YM|Valmuv, L|Wada, Y|Watson, M|Windwarder, M|Whittal, R|Wuhrer, M|Zhu, YY|Zou, CX","Leymarie, Nancy|Griffin, Paula J.|Jonscher, Karen|Kolarich, Daniel|Orlando, Ron|McComb, Mark|Zaia, Joseph|Aguilan, Jennifer|Alley, William R.|Altmann, Friederich|Ball, Lauren E.|Basumallick, Lipika|Bazemore-Walker, Carthene R.|Behnken, Henning|Blank, Michael A.|Brown, Kristy J.|Bunz, Svenja-Catharina|Cairo, Christopher W.|Cipollo, John F.|Daneshfar, Rambod|Desaire, Heather|Drake, Richard R.|Go, Eden P.|Goldman, Radoslav|Gruber, Clemens|Halim, Adnan|Hathout, Yetrib|Hensbergen, Paul J.|Horn, David M.|Hurum, Deanna|Jabs, Wolfgang|Larson, Goran|Ly, Mellisa|Mann, Benjamin F.|Marx, Kristina|Mechref, Yehia|Meyer, Bernd|Moeginger, Uwe|Neusuess, Christian|Nilsson, Jonas|Novotny, Milos V.|Nyalwidhe, Julius O.|Packer, Nicolle H.|Pompach, Petr|Reiz, Bela|Resemann, Anja|Rohrer, Jeffrey S.|Ruthenbeck, Alexandra|Sanda, Miloslav|Schulz, Jan Mirco|Schweiger-Hufnagel, Ulrike|Sihlbom, Carina|Song, Ehwang|Staples, Gregory O.|Suckau, Detlev|Tang, Haixu X.|Thaysen-Andersen, Morten|Viner, Rosa I.|An, Yanming|Valmuv, Leena|Wada, Yoshinao|Watson, Megan|Windwarder, Markus|Whittal, Randy|Wuhrer, Manfred|Zhu, Yiying|Zou, Chunxia"
WOS:000330831300093,"Fox, G|Mani, DR|Pyne, S","Fox, Geoffrey|Mani, D. R.|Pyne, Saumyadipta","Fox, GC|Mani, DR|Pyne, S","Fox, Geoffrey C.|Mani, D. R.|Pyne, Saumyadipta"
WOS:000330836900001,"Thomas, GWC|Hahn, MW","Thomas, Gregg W. C.|Hahn, Matthew W.","Thomas, GWC|Hahn, MW","Thomas, Gregg W. C.|Hahn, Matthew W."
WOS:000331068500007,"Garg, V|Camp, LJ|Lorenzen-Huber, L|Shankar, K|Connelly, K","Garg, Vaibhav|Camp, L. Jean|Lorenzen-Huber, Lesa|Shankar, Kalpana|Connelly, Kay","Garg, V|Camp, LJ|Lorenzen-Huber, L|Shankar, K|Connelly, KH","Garg, Vaibhav|Camp, L. Jean|Lorenzen-Huber, Lesa|Shankar, Kalpana|Connelly, Kay H."
WOS:000331085100002,"Kolker, E|Ozdemir, V|Martens, L|Hancock, W|Anderson, G|Anderson, N|Aynacioglu, S|Baranova, A|Campagna, SR|Chen, R|Choiniere, J|Dearth, SP|Feng, WC|Ferguson, L|Fox, G|Frishman, D|Grossman, R|Heath, A|Higdon, R|Hutz, MH|Janko, I|Jiang, LH|Joshi, S|Kel, A|Kemnitz, JW|Kohane, IS|Kolker, N|Lancet, D|Lee, E|Li, WZ|Lisitsa, A|Llerena, A|MacNealy-Koch, C|Marshall, JC|Masuzzo, P|May, A|Mias, G|Monroe, M|Montague, E|Mooney, S|Nesvizhskii, A|Noronha, S|Omenn, G|Rajasimha, H|Ramamoorthy, P|Sheehan, J|Smarr, L|Smith, CV|Smith, T|Snyder, M|Rapole, S|Srivastava, S|Stanberry, L|Stewart, E|Toppo, S|Uetz, P|Verheggen, K|Voy, BH|Warnich, L|Wilhelm, SW|Yandl, G","Kolker, Eugene|Ozdemir, Vural|Martens, Lennart|Hancock, William|Anderson, Gordon|Anderson, Nathaniel|Aynacioglu, Sukru|Baranova, Ancha|Campagna, Shawn R.|Chen, Rui|Choiniere, John|Dearth, Stephen P.|Feng, Wu-Chun|Ferguson, Lynnette|Fox, Geoffrey|Frishman, Dmitrij|Grossman, Robert|Heath, Allison|Higdon, Roger|Hutz, Mara H.|Janko, Imre|Jiang, Lihua|Joshi, Sanjay|Kel, Alexander|Kemnitz, Joseph W.|Kohane, Isaac S.|Kolker, Natali|Lancet, Doron|Lee, Elaine|Li, Weizhong|Lisitsa, Andrey|Llerena, Adrian|MacNealy-Koch, Courtney|Marshall, Jean-Claude|Masuzzo, Paola|May, Amanda|Mias, George|Monroe, Matthew|Montague, Elizabeth|Mooney, Sean|Nesvizhskii, Alexey|Noronha, Santosh|Omenn, Gilbert|Rajasimha, Harsha|Ramamoorthy, Preveen|Sheehan, Jerry|Smarr, Larry|Smith, Charles V.|Smith, Todd|Snyder, Michael|Rapole, Srikanth|Srivastava, Sanjeeva|Stanberry, Larissa|Stewart, Elizabeth|Toppo, Stefano|Uetz, Peter|Verheggen, Kenneth|Voy, Brynn H.|Warnich, Louise|Wilhelm, Steven W.|Yandl, Gregory","Kolker, E|Ozdemir, V|Martens, L|Hancock, W|Anderson, G|Anderson, N|Aynacioglu, S|Baranova, A|Campagna, SR|Chen, R|Choiniere, J|Dearth, SP|Feng, WC|Ferguson, L|Fox, GC|Frishman, D|Grossman, R|Heath, A|Higdon, R|Hutz, MH|Janko, I|Jiang, LH|Joshi, S|Kel, A|Kemnitz, JW|Kohane, IS|Kolker, N|Lancet, D|Lee, E|Li, WZ|Lisitsa, A|Llerena, A|MacNealy-Koch, C|Marshall, JC|Masuzzo, P|May, A|Mias, G|Monroe, M|Montague, E|Mooney, S|Nesvizhskii, A|Noronha, S|Omenn, G|Rajasimha, H|Ramamoorthy, P|Sheehan, J|Smarr, L|Smith, CV|Smith, T|Snyder, M|Rapole, S|Srivastava, S|Stanberry, L|Stewart, E|Toppo, S|Uetz, P|Verheggen, K|Voy, BH|Warnich, L|Wilhelm, SW|Yandl, G","Kolker, Eugene|Ozdemir, Vural|Martens, Lennart|Hancock, William|Anderson, Gordon|Anderson, Nathaniel|Aynacioglu, Sukru|Baranova, Ancha|Campagna, Shawn R.|Chen, Rui|Choiniere, John|Dearth, Stephen P.|Feng, Wu-Chun|Ferguson, Lynnette|Fox, Geoffrey C.|Frishman, Dmitrij|Grossman, Robert|Heath, Allison|Higdon, Roger|Hutz, Mara H.|Janko, Imre|Jiang, Lihua|Joshi, Sanjay|Kel, Alexander|Kemnitz, Joseph W.|Kohane, Isaac S.|Kolker, Natali|Lancet, Doron|Lee, Elaine|Li, Weizhong|Lisitsa, Andrey|Llerena, Adrian|MacNealy-Koch, Courtney|Marshall, Jean-Claude|Masuzzo, Paola|May, Amanda|Mias, George|Monroe, Matthew|Montague, Elizabeth|Mooney, Sean|Nesvizhskii, Alexey|Noronha, Santosh|Omenn, Gilbert|Rajasimha, Harsha|Ramamoorthy, Preveen|Sheehan, Jerry|Smarr, Larry|Smith, Charles V.|Smith, Todd|Snyder, Michael|Rapole, Srikanth|Srivastava, Sanjeeva|Stanberry, Larissa|Stewart, Elizabeth|Toppo, Stefano|Uetz, Peter|Verheggen, Kenneth|Voy, Brynn H.|Warnich, Louise|Wilhelm, Steven W.|Yandl, Gregory"
WOS:000331225100280,"Gokcumen, O|Alkan, C|Kavak, P|Somel, M|Ugurlu, S|Dal, E|Bugra-Bilge, K|Gungor, T|Sahinalp, C|Ozeren, N|Bekpen, C","Gokcumen, Omer|Alkan, Can|Kavak, Pinar|Somel, Mehmet|Ugurlu, Serkan|Dal, Elif|Bugra-Bilge, Kuyas|Gungor, Tunga|Sahinalp, Cenk|Ozeren, Nesrin|Bekpen, Cemalettin","Gokcumen, O|Alkan, C|Kavak, P|Somel, M|Ugurlu, S|Dal, E|Bugra-Bilge, K|Gungor, T|Sahinalp, CS|Ozeren, N|Bekpen, C","Gokcumen, Omer|Alkan, Can|Kavak, Pinar|Somel, Mehmet|Ugurlu, Serkan|Dal, Elif|Bugra-Bilge, Kuyas|Gungor, Tunga|Sahinalp, Cenk S.|Ozeren, Nesrin|Bekpen, Cemalettin"
WOS:000331365900005,"Bollen, J|Crandall, D|Junk, D|Ding, Y|Borner, K","Bollen, Johan|Crandall, David|Junk, Damion|Ding, Ying|Boerner, Katy","Bollen, J|Crandall, DJ|Junk, D|Ding, Y|Borner, K","Bollen, Johan|Crandall, David J.|Junk, Damion|Ding, Ying|Borner, Katy"
WOS:000331414700022,"Park, S|Kim, JH|Fox, G","Park, Sanghyuk|Kim, Jai-Hoon|Fox, Geoffrey","Park, S|Kim, JH|Fox, GC","Park, Sanghyuk|Kim, Jai-Hoon|Fox, Geoffrey C."
WOS:000331570000008,"Peterson, MP|Rosvall, KA|Taylor, CA|Lopez, JA|Choi, JH|Ziegenfus, C|Tang, HX|Colbourne, JK|Ketterson, ED","Peterson, Mark P.|Rosvall, Kimberly A.|Taylor, Charlene A.|Lopez, Jacqueline Ann|Choi, Jeong-Hyeon|Ziegenfus, Charles|Tang, Haixu|Colbourne, John K.|Ketterson, Ellen D.","Peterson, MP|Rosvall, KA|Taylor, CA|Lopez, JA|Choi, JH|Ziegenfus, C|Tang, HX|Colbourne, JK|Ketterson, ED","Peterson, Mark P.|Rosvall, Kimberly A.|Taylor, Charlene A.|Lopez, Jacqueline Ann|Choi, Jeong-Hyeon|Ziegenfus, Charles|Tang, Haixu X.|Colbourne, John K.|Ketterson, Ellen D."
WOS:000332259300008,"Dao, P|Numanagic, I|Lin, YY|Hach, F|Karakoc, E|Donmez, N|Collins, C|Eichler, EE|Sahinalp, SC","Dao, Phuong|Numanagic, Ibrahim|Lin, Yen-Yi|Hach, Faraz|Karakoc, Emre|Donmez, Nilgun|Collins, Colin|Eichler, Evan E.|Sahinalp, S. Cenk","Dao, P|Numanagic, I|Lin, YY|Hach, F|Karakoc, E|Donmez, N|Collins, C|Eichler, EE|Sahinalp, CS","Dao, Phuong|Numanagic, Ibrahim|Lin, Yen-Yi|Hach, Faraz|Karakoc, Emre|Donmez, Nilgun|Collins, Colin|Eichler, Evan E.|Sahinalp, Cenk S."
WOS:000332381000037,"Zhang, Q|Doak, TG|Ye, YZ","Zhang, Quan|Doak, Thomas G.|Ye, Yuzhen","Zhang, Q|Doak, TG|Ye, YZ","Zhang, Quan|Doak, Thomas G.|Ye, Yuzhen"
WOS:000332392600003,"Lee, H|Popodi, E|Foster, PL|Tang, HX","Lee, Heewook|Popodi, Ellen|Foster, Patricia L.|Tang, Haixu","Lee, H|Popodi, E|Foster, PL|Tang, HX","Lee, Heewook|Popodi, Ellen|Foster, Patricia L.|Tang, Haixu X."
WOS:000332874200042,"Kunapuli, G|Odom, P|Shavlik, JW|Natarajan, S","Kunapuli, Gautam|Odom, Phillip|Shavlik, Jude W.|Natarajan, Sriraam","Kunapuli, G|Odom, P|Shavlik, JW|Natarajan, S","Kunapuli, Gautam|Odom, Phillip|Shavlik, Jude W.|Natarajan, Sriraam"
WOS:000332927100019,"Mort, M|Sterne-Weiler, T|Li, B|Ball, EV|Cooper, DN|Radivojac, P|Sanford, JR|Mooney, SD","Mort, Matthew|Sterne-Weiler, Timothy|Li, Biao|Ball, Edward V.|Cooper, David N.|Radivojac, Predrag|Sanford, Jeremy R.|Mooney, Sean D.","Mort, M|Sterne-Weiler, T|Li, B|Ball, EV|Cooper, DN|Radivojac, P|Sanford, JR|Mooney, SD","Mort, Matthew|Sterne-Weiler, Timothy|Li, Biao|Ball, Edward V.|Cooper, David N.|Radivojac, Predrag|Sanford, Jeremy R.|Mooney, Sean D."
WOS:000333049501247,"Rosvall, KA|Peterson, MP|Buechlein, A|Tang, H|Rusch, D|Ketterson, ED","Rosvall, K. A.|Peterson, M. P.|Buechlein, A.|Tang, H.|Rusch, D.|Ketterson, E. D.","Rosvall, KA|Peterson, MP|Buechlein, A|Tang, HX|Rusch, D|Ketterson, ED","Rosvall, K. A.|Peterson, M. P.|Buechlein, A.|Tang, Haixu X.|Rusch, D.|Ketterson, E. D."
WOS:000334315900005,"Blevins, T|Pontvianne, F|Cocklin, R|Podicheti, R|Chandrasekhara, C|Yerneni, S|Braun, C|Lee, B|Rusch, D|Mockaitis, K|Tang, HX|Pikaard, CS","Blevins, Todd|Pontvianne, Frederic|Cocklin, Ross|Podicheti, Ram|Chandrasekhara, Chinmayi|Yerneni, Satwica|Braun, Chris|Lee, Brandon|Rusch, Doug|Mockaitis, Keithanne|Tang, Haixu|Pikaard, Craig S.","Blevins, T|Pontvianne, F|Cocklin, R|Podicheti, R|Chandrasekhara, C|Yerneni, S|Braun, C|Lee, B|Rusch, D|Mockaitis, K|Tang, HX|Pikaard, CS","Blevins, Todd|Pontvianne, Frederic|Cocklin, Ross|Podicheti, Ram|Chandrasekhara, Chinmayi|Yerneni, Satwica|Braun, Chris|Lee, Brandon|Rusch, Doug|Mockaitis, Keithanne|Tang, Haixu X.|Pikaard, Craig S."
WOS:000334330900007,"Stanberry, L|Higdon, R|Haynes, W|Kolker, N|Broomall, W|Ekanayake, S|Hughes, A|Ruan, Y|Qiu, J|Kolker, E|Fox, G","Stanberry, Larissa|Higdon, Roger|Haynes, Winston|Kolker, Natali|Broomall, William|Ekanayake, Saliya|Hughes, Adam|Ruan, Yang|Qiu, Judy|Kolker, Eugene|Fox, Geoffrey","Stanberry, L|Higdon, R|Haynes, W|Kolker, N|Broomall, W|Ekanayake, S|Hughes, A|Ruan, Y|Qiu, J|Kolker, E|Fox, GC","Stanberry, Larissa|Higdon, Roger|Haynes, Winston|Kolker, Natali|Broomall, William|Ekanayake, Saliya|Hughes, Adam|Ruan, Yang|Qiu, Judy|Kolker, Eugene|Fox, Geoffrey C."
WOS:000334694100011,"Hahn, MW|Zhang, SV|Moyle, LC","Hahn, Matthew W.|Zhang, Simo V.|Moyle, Leonie C.","Hahn, MW|Zhang, SV|Moyle, LC","Hahn, Matthew W.|Zhang, Simo V.|Moyle, Leonie C."
WOS:000334908100011,"Cassone, BJ|Kamdem, C|Cheng, CD|Tan, JC|Hahn, MW|Costantini, C|Besansky, NJ","Cassone, Bryan J.|Kamdem, Colince|Cheng, Changde|Tan, John C.|Hahn, Matthew W.|Costantini, Carlo|Besansky, Nora J.","Cassone, BJ|Kamdem, C|Cheng, CD|Tan, JC|Hahn, MW|Costantini, C|Besansky, NJ","Cassone, Bryan J.|Kamdem, Colince|Cheng, Changde|Tan, John C.|Hahn, Matthew W.|Costantini, Carlo|Besansky, Nora J."
WOS:000334983200013,"Connelly, K|Laghari, KUR|Mokhtari, M|Falk, TH","Connelly, Kay|Laghari, Khalil Ur Rehman|Mokhtari, Mounir|Falk, Tiago H.","Connelly, KH|Laghari, KUR|Mokhtari, M|Falk, TH","Connelly, Kay H.|Laghari, Khalil Ur Rehman|Mokhtari, Mounir|Falk, Tiago H."
WOS:000335056200045,"Cruickshank, T|Hahn, M","Cruickshank, Tami|Hahn, Matthew","Cruickshank, T|Hahn, MW","Cruickshank, Tami|Hahn, Matthew W."
WOS:000335056200080,"Fontaine, MC|Steele, A|Emrich, SJ|Smith, HA|Hahn, MW|Besansky, NJ","Fontaine, Michael C.|Steele, Aaron|Emrich, Scott J.|Smith, Hilary A.|Hahn, Matthew W.|Besansky, Nora J.","Fontaine, MC|Steele, A|Emrich, SJ|Smith, HA|Hahn, MW|Besansky, NJ","Fontaine, Michael C.|Steele, Aaron|Emrich, Scott J.|Smith, Hilary A.|Hahn, Matthew W.|Besansky, Nora J."
WOS:000335579900008,"Bollen, J|Crandall, D|Junk, D|Ding, Y|Borner, K","Bollen, Johan|Crandall, David|Junk, Damion|Ding, Ying|Boerner, Katy","Bollen, J|Crandall, DJ|Junk, D|Ding, Y|Borner, K","Bollen, Johan|Crandall, David J.|Junk, Damion|Ding, Ying|Borner, Katy"
WOS:000335602500008,"Bagchi, A|Mort, M|Li, B|Xin, FX|Carlise, C|Oron, T|Powell, C|Youn, E|Radivojac, P|Cooper, DN|Mooney, SD","Bagchi, Angshuman|Mort, Matthew|Li, Biao|Xin, Fuxiao|Carlise, Carson|Oron, Tal|Powell, Corey|Youn, Eunseog|Radivojac, Predrag|Cooper, David N.|Mooney, Sean D.","Bagchi, A|Mort, M|Li, B|Xin, FX|Carlise, C|Oron, T|Powell, C|Youn, E|Radivojac, P|Cooper, DN|Mooney, SD","Bagchi, Angshuman|Mort, Matthew|Li, Biao|Xin, Fuxiao|Carlise, Carson|Oron, Tal|Powell, Corey|Youn, Eunseog|Radivojac, Predrag|Cooper, David N.|Mooney, Sean D."
WOS:000336509000003,"Welch, L|Lewitter, F|Schwartz, R|Brooksbank, C|Radivojac, P|Gaeta, B|Schneider, MV","Welch, Lonnie|Lewitter, Fran|Schwartz, Russell|Brooksbank, Cath|Radivojac, Predrag|Gaeta, Bruno|Schneider, Maria Victoria","Welch, L|Lewitter, F|Schwartz, R|Brooksbank, C|Radivojac, P|Gaeta, B|Schneider, MV","Welch, Lonnie|Lewitter, Fran|Schwartz, Russell|Brooksbank, Cath|Radivojac, Predrag|Gaeta, Bruno|Schneider, Maria Victoria"
WOS:000336892000008,"Agrawal, V|Archibald, C|Bhatt, M|Bui, H|Cook, DJ|Cortes, J|Geib, C|Gogate, V|Guesgen, HW|Jannach, D|Johanson, M|Kersting, K|Konidaris, G|Kotthoff, L|Michalowski, M|Natarajan, S|O'Sullivan, B|Pickett, M|Podobnik, V|Poole, D|Shastri, L|Shehu, A|Sukthankar, G","Agrawal, Vikas|Archibald, Christopher|Bhatt, Mehul|Bui, Hung|Cook, Diane J.|Cortes, Juan|Geib, Christopher|Gogate, Vibhav|Guesgen, Hans W.|Jannach, Dietmar|Johanson, Michael|Kersting, Kristian|Konidaris, George|Kotthoff, Lars|Michalowski, Martin|Natarajan, Srimam|O'Sullivan, Barry|Pickett, Marc|Podobnik, Vedran|Poole, David|Shastri, Lokendra|Shehu, Amarda|Sukthankar, Gita","Agrawal, V|Archibald, C|Bhatt, M|Bui, H|Cook, DJ|Cortes, J|Geib, C|Gogate, V|Guesgen, HW|Jannach, D|Johanson, M|Kersting, K|Konidaris, G|Kotthoff, L|Michalowski, M|Natarajan, S|O'Sullivan, B|Pickett, M|Podobnik, V|Poole, D|Shastri, L|Shehu, A|Sukthankar, G","Agrawal, Vikas|Archibald, Christopher|Bhatt, Mehul|Bui, Hung|Cook, Diane J.|Cortes, Juan|Geib, Christopher|Gogate, Vibhav|Guesgen, Hans W.|Jannach, Dietmar|Johanson, Michael|Kersting, Kristian|Konidaris, George|Kotthoff, Lars|Michalowski, Martin|Natarajan, Sriraam|O'Sullivan, Barry|Pickett, Marc|Podobnik, Vedran|Poole, David|Shastri, Lokendra|Shehu, Amarda|Sukthankar, Gita"
WOS:000338014900003,"Cruickshank, TE|Hahn, MW","Cruickshank, Tami E.|Hahn, Matthew W.","Cruickshank, TE|Hahn, MW","Cruickshank, Tami E.|Hahn, Matthew W."
WOS:000338606200002,"Li, ZY|Dilger, JM|Pejaver, V|Smiley, D|Arnold, RJ|Mooney, SD|Mukhopadhyay, S|Radivojac, P|Clemmer, DE","Li, Zhiyu|Dilger, Jonathan M.|Pejaver, Vikas|Smiley, David|Arnold, Randy J.|Mooney, Sean D.|Mukhopadhyay, Suchetana|Radivojac, Predrag|Clemmer, David E.","Li, ZY|Dilger, JM|Pejaver, V|Smiley, D|Arnold, RJ|Mooney, SD|Mukhopadhyay, S|Radivojac, P|Clemmer, DE","Li, Zhiyu|Dilger, Jonathan M.|Pejaver, Vikas|Smiley, David|Arnold, Randy J.|Mooney, Sean D.|Mukhopadhyay, Suchetana|Radivojac, Predrag|Clemmer, David E."
WOS:000338843200029,"Sun, ZQ|Fox, G|Gu, WD|Li, Z","Sun, Zhanquan|Fox, Geoffrey|Gu, Weidong|Li, Zhao","Sun, ZQ|Fox, GC|Gu, WD|Li, Z","Sun, Zhanquan|Fox, Geoffrey C.|Gu, Weidong|Li, Zhao"
WOS:000339310000001,"Fern, A|Natarajan, S|Judah, K|Tadepalli, P","Fern, Alan|Natarajan, Sriraam|Judah, Kshitij|Tadepalli, Prasad","Fern, A|Natarajan, S|Judah, K|Tadepalli, P","Fern, Alan|Natarajan, Sriraam|Judah, Kshitij|Tadepalli, Prasad"
WOS:000339664800007,"Pejaver, V|Hsu, WL|Xin, FX|Dunker, AK|Uversky, VN|Radivojac, P","Pejaver, Vikas|Hsu, Wei-Lun|Xin, Fuxiao|Dunker, A. Keith|Uversky, Vladimir N.|Radivojac, Predrag","Pejaver, V|Hsu, WL|Xin, FX|Dunker, AK|Uversky, VN|Radivojac, P","Pejaver, Vikas|Hsu, Wei-Lun|Xin, Fuxiao|Dunker, A. Keith|Uversky, Vladimir N.|Radivojac, Predrag"
