id,name,name-revised,fullname,fullname-revised
WOS:000513496900001,"Duan, JJ","Duan, JJ","Duan, Jian J.","Duan, Jian J."
WOS:000513496900001,"Dugan, S","Dugan, S","Dugan, Shannon","Dugan, Shannon"
WOS:000513496900001,"Esposito, LA","Esposito, LA","Esposito, Lauren A.","Esposito, Lauren A."
WOS:000513496900001,"Friedrich, M","Friedrich, M","Friedrich, Markus","Friedrich, Markus"
WOS:000513496900001,"Garb, J","Garb, J","Garb, Jessica","Garb, Jessica"
WOS:000513496900001,"Gasser, RB","Gasser, RB","Gasser, Robin B.","Gasser, Robin B."
WOS:000513496900001,"Goodisman, MAD","Goodisman, MAD","Goodisman, Michael A. D.","Goodisman, Michael A. D."
WOS:000513496900001,"Gundersen-Rindal, DE","Gundersen-Rindal, DE","Gundersen-Rindal, Dawn E.","Gundersen-Rindal, Dawn E."
WOS:000513496900001,"Han, Y","Han, Y","Han, Yi","Han, Yi"
WOS:000513496900001,"Handler, AM","Handler, AM","Handler, Alfred M.","Handler, Alfred M."
WOS:000513496900001,"Hatakeyama, M","Hatakeyama, M","Hatakeyama, Masatsugu","Hatakeyama, Masatsugu"
WOS:000513496900001,"Hering, L","Hering, L","Hering, Lars","Hering, Lars"
WOS:000513496900001,"Hunter, WB","Hunter, WB","Hunter, Wayne B.","Hunter, Wayne B."
WOS:000513496900001,"Ioannidis, P","Ioannidis, P","Ioannidis, Panagiotis","Ioannidis, Panagiotis"
WOS:000513496900001,"Jayaseelan, JC","Jayaseelan, JC","Jayaseelan, Joy C.","Jayaseelan, Joy C."
WOS:000513496900001,"Kalra, D","Kalra, D","Kalra, Divya","Kalra, Divya"
WOS:000513496900001,"Khila, A","Khila, A","Khila, Abderrahman","Khila, Abderrahman"
WOS:000513496900001,"Korhonen, PK","Korhonen, PK","Korhonen, Pasi K.","Korhonen, Pasi K."
WOS:000513496900001,"Lee, CE","Lee, CE","Lee, Carol Eunmi","Lee, Carol Eunmi"
WOS:000513496900001,"Lee, SL","Lee, SL","Lee, Sandra L.","Lee, Sandra L."
WOS:000513496900001,"Li, YY","Li, YY","Li, Yiyuan","Li, Yiyuan"
WOS:000513496900001,"Lindsey, ARI","Lindsey, ARI","Lindsey, Amelia R. I.","Lindsey, Amelia R. I."
WOS:000513496900001,"Mayer, G","Mayer, G","Mayer, Georg","Mayer, Georg"
WOS:000513496900001,"McGregor, AP","McGregor, AP","McGregor, Alistair P.","McGregor, Alistair P."
WOS:000513496900001,"McKenna, DD","McKenna, DD","McKenna, Duane D.","McKenna, Duane D."
WOS:000513496900001,"Misof, B","Misof, B","Misof, Bernhard","Misof, Bernhard"
WOS:000513496900001,"Munidasa, M","Munidasa, M","Munidasa, Mala","Munidasa, Mala"
WOS:000513496900001,"Munoz-Torres, M","Munoz-Torres, M","Munoz-Torres, Monica","Munoz-Torres, Monica"
WOS:000513496900001,"Muzny, DM","Muzny, DM","Muzny, Donna M.","Muzny, Donna M."
WOS:000513496900001,"Niehuis, O","Niehuis, O","Niehuis, Oliver","Niehuis, Oliver"
WOS:000513496900001,"Osuji-Lacy, N","Osuji-Lacy, N","Osuji-Lacy, Nkechinyere","Osuji-Lacy, Nkechinyere"
WOS:000513496900001,"Palli, SR","Palli, SR","Palli, Subba R.","Palli, Subba R."
WOS:000513496900001,"Panfilio, KA","Panfilio, KA","Panfilio, Kristen A.","Panfilio, Kristen A."
WOS:000513496900001,"Pechmann, M","Pechmann, M","Pechmann, Matthias","Pechmann, Matthias"
WOS:000513496900001,"Perry, T","Perry, T","Perry, Trent","Perry, Trent"
WOS:000513496900001,"Peters, RS","Peters, RS","Peters, Ralph S.","Peters, Ralph S."
WOS:000513496900001,"Poynton, HC","Poynton, HC","Poynton, Helen C.","Poynton, Helen C."
WOS:000513496900001,"Prpic, NM","Prpic, NM","Prpic, Nikola-Michael","Prpic, Nikola-Michael"
WOS:000513496900001,"Qu, JX","Qu, JX","Qu, Jiaxin","Qu, Jiaxin"
WOS:000513496900001,"Rotenberg, D","Rotenberg, D","Rotenberg, Dorith","Rotenberg, Dorith"
WOS:000513496900001,"Schal, C","Schal, C","Schal, Coby","Schal, Coby"
WOS:000513496900001,"Schoville, SD","Schoville, SD","Schoville, Sean D.","Schoville, Sean D."
WOS:000513496900001,"Scully, ED","Scully, ED","Scully, Erin D.","Scully, Erin D."
WOS:000513496900001,"Skinner, E","Skinner, E","Skinner, Evette","Skinner, Evette"
WOS:000513496900001,"Sloan, DB","Sloan, DB","Sloan, Daniel B.","Sloan, Daniel B."
WOS:000513496900001,"Stouthamer, R","Stouthamer, R","Stouthamer, Richard","Stouthamer, Richard"
WOS:000513496900001,"Strand, MR","Strand, MR","Strand, Michael R.","Strand, Michael R."
WOS:000513496900001,"Szucsich, NU","Szucsich, NU","Szucsich, Nikolaus U.","Szucsich, Nikolaus U."
WOS:000513496900001,"Wijeratne, A","Wijeratne, A","Wijeratne, Asela","Wijeratne, Asela"
WOS:000513496900001,"Young, ND","Young, ND","Young, Neil D.","Young, Neil D."
WOS:000513496900001,"Zattara, EE","Zattara, EE","Zattara, Eduardo E.","Zattara, Eduardo E."
WOS:000513496900001,"Benoit, JB","Benoit, JB","Benoit, Joshua B.","Benoit, Joshua B."
WOS:000513496900001,"Zdobnov, EM","Zdobnov, EM","Zdobnov, Evgeny M.","Zdobnov, Evgeny M."
WOS:000513496900001,"Pfrender, ME","Pfrender, ME","Pfrender, Michael E.","Pfrender, Michael E."
WOS:000513496900001,"Hackett, KJ","Hackett, KJ","Hackett, Kevin J.","Hackett, Kevin J."
WOS:000513496900001,"Werren, JH","Werren, JH","Werren, John H.","Werren, John H."
WOS:000513496900001,"Worley, KC","Worley, KC","Worley, Kim C.","Worley, Kim C."
WOS:000513496900001,"Gibbs, RA","Gibbs, RA","Gibbs, Richard A.","Gibbs, Richard A."
WOS:000513496900001,"Chipman, AD","Chipman, AD","Chipman, Ariel D.","Chipman, Ariel D."
WOS:000513496900001,"Waterhouse, RM","Waterhouse, RM","Waterhouse, Robert M.","Waterhouse, Robert M."
WOS:000513496900001,"Bornberg-Bauer, E","Bornberg-Bauer, E","Bornberg-Bauer, Erich","Bornberg-Bauer, Erich"
WOS:000513496900001,"Hahn, MW","Hahn, MW","Hahn, Matthew W.","Hahn, Matthew W"
WOS:000513496900001,"Richards, S","Richards, S","Richards, Stephen","Richards, Stephen"
WOS:000512068600001,"Waterhouse, RM","Waterhouse, RM","Waterhouse, Robert M.","Waterhouse, Robert M."
WOS:000512068600001,"Aganezov, S","Aganezov, S","Aganezov, Sergey","Aganezov, Sergey"
WOS:000512068600001,"Anselmetti, Y","Anselmetti, Y","Anselmetti, Yoann","Anselmetti, Yoann"
WOS:000512068600001,"Lee, J","Lee, J","Lee, Jiyoung","Lee, Jiyoung"
WOS:000512068600001,"Ruzzante, L","Ruzzante, L","Ruzzante, Livio","Ruzzante, Livio"
WOS:000512068600001,"Reijnders, MJMF","Reijnders, MJMF","Reijnders, Maarten J. M. F.","Reijnders, Maarten J. M. F."
WOS:000512068600001,"Feron, R","Feron, R","Feron, Romain","Feron, Romain"
WOS:000512068600001,"Berard, S","Berard, S","Berard, Severine","Berard, Severine"
WOS:000512068600001,"George, P","George, P","George, Phillip","George, Phillip"
WOS:000512068600001,"Hahn, MW","Hahn, MW","Hahn, Matthew W.","Hahn, Matthew W"
WOS:000512068600001,"Howell, PI","Howell, PI","Howell, Paul I.","Howell, Paul I."
WOS:000512068600001,"Kamali, M","Kamali, M","Kamali, Maryam","Kamali, Maryam"
WOS:000512068600001,"Koren, S","Koren, S","Koren, Sergey","Koren, Sergey"
WOS:000512068600001,"Lawson, D","Lawson, D","Lawson, Daniel","Lawson, Daniel"
WOS:000512068600001,"Maslen, G","Maslen, G","Maslen, Gareth","Maslen, Gareth"
WOS:000512068600001,"Peery, A","Peery, A","Peery, Ashley","Peery, Ashley"
WOS:000512068600001,"Phillippy, AM","Phillippy, AM","Phillippy, Adam M.","Phillippy, Adam M."
WOS:000512068600001,"Sharakhova, MV","Sharakhova, MV","Sharakhova, Maria V.","Sharakhova, Maria V."
WOS:000512068600001,"Tannier, E","Tannier, E","Tannier, Eric","Tannier, Eric"
WOS:000512068600001,"Unger, MF","Unger, MF","Unger, Maria F.","Unger, Maria F."
WOS:000512068600001,"Zhang, SV","Zhang, SV","Zhang, Simo V.","Zhang, Simo V."
WOS:000512068600001,"Alekseyev, MA","Alekseyev, MA","Alekseyev, Max A.","Alekseyev, Max A."
WOS:000512068600001,"Besansky, NJ","Besansky, NJ","Besansky, Nora J.","Besansky, Nora J."
WOS:000512068600001,"Chauve, C","Chauve, C","Chauve, Cedric","Chauve, Cedric"
WOS:000512068600001,"Emrich, SJ","Emrich, SJ","Emrich, Scott J.","Emrich, Scott J."
WOS:000512068600001,"Sharakhov, IV","Sharakhov, IV","Sharakhov, Igor V.","Sharakhov, Igor V."
WOS:000501735000019,"Hahn, MW","Hahn, MW","Hahn, Matthew W.","Hahn, Matthew W"
WOS:000501735000019,"Hibbins, MS","Hibbins, MS","Hibbins, Mark S.","Hibbins, Mark S."
WOS:000501785500001,"Walker, JA","Walker, JA","Walker, Jerilyn A.","Walker, Jerilyn A."
WOS:000501785500001,"Jordan, VE","Jordan, VE","Jordan, Vallmer E.","Jordan, Vallmer E."
WOS:000501785500001,"Storer, JM","Storer, JM","Storer, Jessica M.","Storer, Jessica M."
WOS:000501785500001,"Steely, CJ","Steely, CJ","Steely, Cody J.","Steely, Cody J."
WOS:000501785500001,"Gonzalez-Quiroga, P","Gonzalez-Quiroga, P","Gonzalez-Quiroga, Paulina","Gonzalez-Quiroga, Paulina"
WOS:000501785500001,"Beckstrom, TO","Beckstrom, TO","Beckstrom, Thomas O.","Beckstrom, Thomas O."
WOS:000501785500001,"Rewerts, LC","Rewerts, LC","Rewerts, Lydia C.","Rewerts, Lydia C."
WOS:000501785500001,"St Romain, CP","St Romain, CP","St Romain, Corey P.","St Romain, Corey P."
WOS:000501785500001,"Rockwell, CE","Rockwell, CE","Rockwell, Catherine E.","Rockwell, Catherine E."
WOS:000501785500001,"Rogers, J","Rogers, J","Rogers, Jeffrey","Rogers, Jeffrey"
WOS:000501785500001,"Jolly, CJ","Jolly, CJ","Jolly, Clifford J.","Jolly, Clifford J."
WOS:000501785500001,"Konkel, MK","Konkel, MK","Konkel, Miriam K.","Konkel, Miriam K."
WOS:000501785500001,"Batzer, MA","Batzer, MA","Batzer, Mark A.","Batzer, Mark A."
WOS:000501785500001,"Harris, RA","Harris, RA","Harris, R. Alan","Harris, R. Alan"
WOS:000501785500001,"Raveendran, M","Raveendran, M","Raveendran, Muthuswamy","Raveendran, Muthuswamy"
WOS:000501785500001,"Liu, Y","Liu, Y","Liu, Yue","Liu, Yue"
WOS:000501785500001,"Murali, S","Murali, S","Murali, Shwetha","Murali, Shwetha"
WOS:000501785500001,"Vilgalys, TP","Vilgalys, TP","Vilgalys, Tauras P.","Vilgalys, Tauras P."
WOS:000501785500001,"Thomas, GWC","Thomas, GWC","Thomas, Gregg W. C.","Thomas, Gregg W. C."
WOS:000501785500001,"Pagel, KA","Pagel, KA","Pagel, Kymberleigh A.","Pagel, Kymberleigh A."
WOS:000501785500001,"Pejaver, V","Pejaver, V","Pejaver, Vikas","Pejaver, Vikas"
WOS:000501785500001,"Catacchio, CR","Catacchio, CR","Catacchio, Claudia R.","Catacchio, Claudia R."
WOS:000501785500001,"Archidiacono, N","Archidiacono, N","Archidiacono, Nicoletta","Archidiacono, Nicoletta"
WOS:000501785500001,"Ventura, M","Ventura, M","Ventura, Mario","Ventura, Mario"
WOS:000501785500001,"Marra-Campanale, A","Marra-Campanale, A","Marra-Campanale, Alessia","Marra-Campanale, Alessia"
WOS:000501785500001,"Palazzo, A","Palazzo, A","Palazzo, Antonio","Palazzo, Antonio"
WOS:000501785500001,"Capozzi, O","Capozzi, O","Capozzi, Oronzo","Capozzi, Oronzo"
WOS:000501785500001,"Raja, A","Raja, A","Raja, Archana","Raja, Archana"
WOS:000501785500001,"Huddleston, J","Huddleston, J","Huddleston, John","Huddleston, John"
WOS:000501785500001,"Quick, VS","Quick, VS","Quick, Veronica Searles","Quick, Veronica Searles"
WOS:000501785500001,"Karimpour-Fard, A","Karimpour-Fard, A","Karimpour-Fard, Anis","Karimpour-Fard, Anis"
WOS:000501785500001,"Schrempf, D","Schrempf, D","Schrempf, Dominik","Schrempf, Dominik"
WOS:000501785500001,"Montero, MD","Montero, MD","Montero, Marc de Manuel","Montero, Marc de Manuel"
WOS:000501785500001,"Billis, K","Billis, K","Billis, Konstantinos","Billis, Konstantinos"
WOS:000501785500001,"Martin, FJ","Martin, FJ","Martin, Fergal J.","Martin, Fergal J."
WOS:000501785500001,"Muffato, M","Muffato, M","Muffato, Matthieu","Muffato, Matthieu"
WOS:000501785500001,"Athanasiadis, G","Athanasiadis, G","Athanasiadis, Georgios","Athanasiadis, Georgios"
WOS:000501785500001,"Bergey, C","Bergey, C","Bergey, Christina","Bergey, Christina"
WOS:000501785500001,"Burrell, A","Burrell, A","Burrell, Andrew","Burrell, Andrew"
WOS:000501785500001,"Cheng, J","Cheng, J","Cheng, Jade","Cheng, Jade"
WOS:000501785500001,"Cox, L","Cox, L","Cox, Laura","Cox, Laura"
WOS:000501785500001,"Else, J","Else, J","Else, James","Else, James"
WOS:000501785500001,"Han, Y","Han, Y","Han, Yi","Han, Yi"
WOS:000501785500001,"Kopp, GH","Kopp, GH","Kopp, Gisela H.","Kopp, Gisela H."
WOS:000501785500001,"Kothe, M","Kothe, M","Kothe, Maximilian","Kothe, Maximilian"
WOS:000501785500001,"Leppala, K","Leppala, K","Leppala, Kalle","Leppala, Kalle"
WOS:000501785500001,"Noll, A","Noll, A","Noll, Angela","Noll, Angela"
WOS:000501785500001,"Pecotte, J","Pecotte, J","Pecotte, Jera","Pecotte, Jera"
WOS:000501785500001,"Pipes, L","Pipes, L","Pipes, Lenore","Pipes, Lenore"
WOS:000501785500001,"Rice, K","Rice, K","Rice, Karen","Rice, Karen"
WOS:000501785500001,"Mason, CE","Mason, CE","Mason, Christopher E.","Mason, Christopher E."
WOS:000501785500001,"Disotell, T","Disotell, T","Disotell, Todd","Disotell, Todd"
WOS:000501785500001,"Phillips-Conroy, J","Phillips-Conroy, J","Phillips-Conroy, Jane","Phillips-Conroy, Jane"
WOS:000501785500001,"Walter, L","Walter, L","Walter, Lutz","Walter, Lutz"
WOS:000501785500001,"Munch, K","Munch, K","Munch, Kasper","Munch, Kasper"
WOS:000501785500001,"Mailund, T","Mailund, T","Mailund, Thomas","Mailund, Thomas"
WOS:000501785500001,"Schierup, M","Schierup, M","Schierup, Mikkel","Schierup, Mikkel"
WOS:000501785500001,"Kosiol, C","Kosiol, C","Kosiol, Carolin","Kosiol, Carolin"
WOS:000501785500001,"Vinar, T","Vinar, T","Vinar, Tomas","Vinar, Tomas"
WOS:000501785500001,"Sikela, JM","Sikela, JM","Sikela, James M.","Sikela, James M."
WOS:000501785500001,"Zinner, D","Zinner, D","Zinner, Dietmar","Zinner, Dietmar"
WOS:000501785500001,"Roos, C","Roos, C","Roos, Christian","Roos, Christian"
WOS:000501785500001,"Radivojac, P","Radivojac, P","Radivojac, Predrag","Radivojac, Predrag"
WOS:000501785500001,"Stanyon, R","Stanyon, R","Stanyon, Roscoe","Stanyon, Roscoe"
WOS:000501785500001,"Rocchi, M","Rocchi, M","Rocchi, Mariano","Rocchi, Mariano"
WOS:000501785500001,"Eichler, EE","Eichler, EE","Eichler, Evan E.","Eichler, Evan E."
WOS:000501785500001,"Aken, B","Aken, B","Aken, Bronwen","Aken, Bronwen"
WOS:000501785500001,"Hahn, MW","Hahn, MW","Hahn, Matthew W.","Hahn, Matthew W"
WOS:000501785500001,"Marques-Bonet, T","Marques-Bonet, T","Marques-Bonet, Tomas","Marques-Bonet, Tomas"
WOS:000501785500001,"Tung, J","Tung, J","Tung, Jenny","Tung, Jenny"
WOS:000501785500001,"Muzny, DM","Muzny, DM","Muzny, Donna M.","Muzny, Donna M."
WOS:000501785500001,"Gibbs, RA","Gibbs, RA","Gibbs, Richard A.","Gibbs, Richard A."
WOS:000501785500001,"Worley, KC","Worley, KC","Worley, Kim C.","Worley, Kim C."
WOS:000472215500010,"Mendes, FK","Mendes, FK","Mendes, Fabio K.","Mendes, Fabio K."
WOS:000472215500010,"Livera, AP","Livera, AP","Livera, Andrew P.","Livera, Andrew P."
WOS:000472215500010,"Hahn, MW","Hahn, MW","Hahn, Matthew W.","Hahn, Matthew W"
WOS:000471246600006,"Yang, RY","Yang, RY","Yang, Ruiyu","Yang, Ruiyu"
WOS:000471246600006,"Jiang, YX","Jiang, YX","Jiang, Yuxiang","Jiang, Yuxiang"
WOS:000471246600006,"Mathews, S","Mathews, S","Mathews, Scott","Mathews, Scott"
WOS:000471246600006,"Housworth, EA","Housworth, EA","Housworth, Elizabeth A.","Housworth, Elizabeth A."
WOS:000471246600006,"Hahn, MW","Hahn, MW","Hahn, Matthew W.","Hahn, Matthew W"
WOS:000471246600006,"Radivojac, P","Radivojac, P","Radivojac, Predrag","Radivojac, Predrag"
WOS:000474890000011,"Thomas, GWC","Thomas, GWC","Thomas, Gregg W. C.","Thomas, Gregg W. C."
WOS:000474890000011,"Hahn, MW","Hahn, MW","Hahn, Matthew W.","Hahn, Matthew W"
WOS:000465219200010,"Ayala, D","Ayala, D","Ayala, Diego","Ayala, Diego"
WOS:000465219200010,"Zhang, S","Zhang, S","Zhang, Simo","Zhang, Simo"
WOS:000465219200010,"Chateau, M","Chateau, M","Chateau, Mathieu","Chateau, Mathieu"
WOS:000465219200010,"Fouet, C","Fouet, C","Fouet, Caroline","Fouet, Caroline"
WOS:000465219200010,"Morlais, I","Morlais, I","Morlais, Isabelle","Morlais, Isabelle"
WOS:000465219200010,"Costantini, C","Costantini, C","Costantini, Carlo","Costantini, Carlo"
WOS:000465219200010,"Hahn, MW","Hahn, MW","Hahn, Matthew W.","Hahn, Matthew W"
WOS:000465219200010,"Besansky, NJ","Besansky, NJ","Besansky, Nora J.","Besansky, Nora J."
WOS:000465219200022,"Adrion, JR","Adrion, JR","Adrion, Jeffrey R.","Adrion, Jeffrey R."
WOS:000465219200022,"Begun, DJ","Begun, DJ","Begun, David J.","Begun, David J."
WOS:000465219200022,"Hahn, MW","Hahn, MW","Hahn, Matthew W.","Hahn, Matthew W"
WOS:000460597200018,"Hibbins, MS","Hibbins, MS","Hibbins, Mark S.","Hibbins, Mark S."
WOS:000460597200018,"Hahn, MW","Hahn, MW","Hahn, Matthew W.","Hahn, Matthew W"
WOS:000457547900090,"Rogers, J","Rogers, J","Rogers, Jeffrey","Rogers, Jeffrey"
WOS:000457547900090,"Raveendran, M","Raveendran, M","Raveendran, Muthuswamy","Raveendran, Muthuswamy"
WOS:000457547900090,"Harris, RA","Harris, RA","Harris, R. Alan","Harris, R. Alan"
WOS:000457547900090,"Mailund, T","Mailund, T","Mailund, Thomas","Mailund, Thomas"
WOS:000457547900090,"Leppala, K","Leppala, K","Leppala, Kalle","Leppala, Kalle"
WOS:000457547900090,"Athanasiadis, G","Athanasiadis, G","Athanasiadis, Georgios","Athanasiadis, Georgios"
WOS:000457547900090,"Schierup, MH","Schierup, MH","Schierup, Mikkel Heide","Schierup, Mikkel Heide"
WOS:000457547900090,"Cheng, J","Cheng, J","Cheng, Jade","Cheng, Jade"
WOS:000457547900090,"Munch, K","Munch, K","Munch, Kasper","Munch, Kasper"
WOS:000457547900090,"Walker, JA","Walker, JA","Walker, Jerilyn A.","Walker, Jerilyn A."
WOS:000457547900090,"Konkel, MK","Konkel, MK","Konkel, Miriam K.","Konkel, Miriam K."
WOS:000457547900090,"Jordan, V","Jordan, V","Jordan, Vallmer","Jordan, Vallmer"
WOS:000457547900090,"Steely, CJ","Steely, CJ","Steely, Cody J.","Steely, Cody J."
WOS:000457547900090,"Beckstrom, TO","Beckstrom, TO","Beckstrom, Thomas O.","Beckstrom, Thomas O."
WOS:000457547900090,"Bergey, C","Bergey, C","Bergey, Christina","Bergey, Christina"
WOS:000457547900090,"Burrell, A","Burrell, A","Burrell, Andrew","Burrell, Andrew"
WOS:000457547900090,"Schrempf, D","Schrempf, D","Schrempf, Dominik","Schrempf, Dominik"
WOS:000457547900090,"Noll, A","Noll, A","Noll, Angela","Noll, Angela"
WOS:000457547900090,"Kothe, M","Kothe, M","Kothe, Maximillian","Kothe, Maximillian"
WOS:000457547900090,"Kopp, GH","Kopp, GH","Kopp, Gisela H.","Kopp, Gisela H."
WOS:000457547900090,"Liu, Y","Liu, Y","Liu, Yue","Liu, Yue"
WOS:000457547900090,"Murali, S","Murali, S","Murali, Shwetha","Murali, Shwetha"
WOS:000457547900090,"Billis, K","Billis, K","Billis, Konstantinos","Billis, Konstantinos"
WOS:000457547900090,"Martin, FJ","Martin, FJ","Martin, Fergal J.","Martin, Fergal J."
WOS:000457547900090,"Muffato, M","Muffato, M","Muffato, Matthieu","Muffato, Matthieu"
WOS:000457547900090,"Cox, L","Cox, L","Cox, Laura","Cox, Laura"
WOS:000457547900090,"Else, J","Else, J","Else, James","Else, James"
WOS:000457547900090,"Disotell, T","Disotell, T","Disotell, Todd","Disotell, Todd"
WOS:000457547900090,"Muzny, DM","Muzny, DM","Muzny, Donna M.","Muzny, Donna M."
WOS:000457547900090,"Phillips-Conroy, J","Phillips-Conroy, J","Phillips-Conroy, Jane","Phillips-Conroy, Jane"
WOS:000457547900090,"Aken, B","Aken, B","Aken, Bronwen","Aken, Bronwen"
WOS:000457547900090,"Eichler, EE","Eichler, EE","Eichler, Evan E.","Eichler, Evan E."
WOS:000457547900090,"Marques-Bonet, T","Marques-Bonet, T","Marques-Bonet, Tomas","Marques-Bonet, Tomas"
WOS:000457547900090,"Kosiol, C","Kosiol, C","Kosiol, Carolin","Kosiol, Carolin"
WOS:000457547900090,"Batzer, MA","Batzer, MA","Batzer, Mark A.","Batzer, Mark A."
WOS:000457547900090,"Hahn, MW","Hahn, MW","Hahn, Matthew W.","Hahn, Matthew W"
WOS:000457547900090,"Tung, J","Tung, J","Tung, Jenny","Tung, Jenny"
WOS:000457547900090,"Zinner, D","Zinner, D","Zinner, Dietmar","Zinner, Dietmar"
WOS:000457547900090,"Roos, C","Roos, C","Roos, Christian","Roos, Christian"
WOS:000457547900090,"Jolly, CJ","Jolly, CJ","Jolly, Clifford J.","Jolly, Clifford J."
WOS:000457547900090,"Gibbs, RA","Gibbs, RA","Gibbs, Richard A.","Gibbs, Richard A."
WOS:000457547900090,"Worley, KC","Worley, KC","Worley, Kim C.","Worley, Kim C."
WOS:000457547900090,"Archidiacono, N","Archidiacono, N","Archidiacono, Nicoletta","Archidiacono, Nicoletta"
WOS:000457547900090,"Capozzi, O","Capozzi, O","Capozzi, Oronzo","Capozzi, Oronzo"
WOS:000457547900090,"Catacchio, CR","Catacchio, CR","Catacchio, Claudia R.","Catacchio, Claudia R."
WOS:000457547900090,"Dinh, HH","Dinh, HH","Dinh, Huyen H.","Dinh, Huyen H."
WOS:000457547900090,"Doddapaneni, H","Doddapaneni, H","Doddapaneni, HarshaVardhan","Doddapaneni, HarshaVardhan"
WOS:000457547900090,"Han, Y","Han, Y","Han, Yi","Han, Yi"
WOS:000457547900090,"Huddleston, J","Huddleston, J","Huddleston, John","Huddleston, John"
WOS:000457547900090,"Jhangiani, SN","Jhangiani, SN","Jhangiani, Shalini N.","Jhangiani, Shalini N."
WOS:000457547900090,"Karimpour-Fard, A","Karimpour-Fard, A","Karimpour-Fard, Anis","Karimpour-Fard, Anis"
WOS:000457547900090,"Korchina, V","Korchina, V","Korchina, Viktoriya","Korchina, Viktoriya"
WOS:000457547900090,"Kovar, CL","Kovar, CL","Kovar, Christie L.","Kovar, Christie L."
WOS:000457547900090,"Kuderna, L","Kuderna, L","Kuderna, Lukas","Kuderna, Lukas"
WOS:000457547900090,"Lee, SL","Lee, SL","Lee, Sandra L.","Lee, Sandra L."
WOS:000457547900090,"Liu, X","Liu, X","Liu, Xiaoming","Liu, Xiaoming"
WOS:000457547900090,"Marra-Campanale, A","Marra-Campanale, A","Marra-Campanale, Alessia","Marra-Campanale, Alessia"
WOS:000457547900090,"Mason, CE","Mason, CE","Mason, Christopher E.","Mason, Christopher E."
WOS:000457547900090,"Montero, MD","Montero, MD","de Manuel Montero, Marc","de Manuel Montero, Marc"
WOS:000457547900090,"Pagel, KA","Pagel, KA","Pagel, Kymberleigh A.","Pagel, Kymberleigh A."
WOS:000457547900090,"Palazzo, A","Palazzo, A","Palazzo, Antonio","Palazzo, Antonio"
WOS:000457547900090,"Pecotte, J","Pecotte, J","Pecotte, Jera","Pecotte, Jera"
WOS:000457547900090,"Pejaver, V","Pejaver, V","Pejaver, Vikas","Pejaver, Vikas"
WOS:000457547900090,"Pipes, L","Pipes, L","Pipes, Lenore","Pipes, Lenore"
WOS:000457547900090,"Quick, VS","Quick, VS","Quick, Veronica Searles","Quick, Veronica Searles"
WOS:000457547900090,"Quick, S","Quick, S","Quick, Searles","Quick, Searles"
WOS:000457547900090,"Radivojac, P","Radivojac, P","Radivojac, Predrag","Radivojac, Predrag"
WOS:000457547900090,"Raja, A","Raja, A","Raja, Archana","Raja, Archana"
WOS:000457547900090,"Raney, BJ","Raney, BJ","Raney, Brian J.","Raney, Brian J."
WOS:000457547900090,"Rice, K","Rice, K","Rice, Karen","Rice, Karen"
WOS:000457547900090,"Rocchi, M","Rocchi, M","Rocchi, Mariano","Rocchi, Mariano"
WOS:000457547900090,"Sikela, JM","Sikela, JM","Sikela, James M.","Sikela, James M."
WOS:000457547900090,"Stanyon, R","Stanyon, R","Stanyon, Roscoe","Stanyon, Roscoe"
WOS:000457547900090,"Thomas, GWC","Thomas, GWC","Thomas, Gregg W. C.","Thomas, Gregg W. C."
WOS:000457547900090,"Ventura, M","Ventura, M","Ventura, Mario","Ventura, Mario"
WOS:000457547900090,"Vilgalys, TP","Vilgalys, TP","Vilgalys, Tauras P.","Vilgalys, Tauras P."
WOS:000457547900090,"Vinar, T","Vinar, T","Vinar, Tomas","Vinar, Tomas"
WOS:000457547900090,"Walker, JA","Walker, JA","Walker, Jerilyn A.","Walker, Jerilyn A."
WOS:000457547900090,"Walter, L","Walter, L","Walter, Lutz","Walter, Lutz"
WOS:000453779300060,"Ismail, WM","Ismail, WM","Ismail, Wazim Mohammed","Ismail, Wazim Mohammed"
WOS:000453779300060,"Pagel, KA","Pagel, KA","Pagel, Kymberleigh A.","Pagel, Kymberleigh A."
WOS:000453779300060,"Pejaver, V","Pejaver, V","Pejaver, Vikas","Pejaver, Vikas"
WOS:000453779300060,"Zhang, SV","Zhang, SV","Zhang, Simo, V","Zhang, Simo, V"
WOS:000453779300060,"Casasa, S","Casasa, S","Casasa, Sofia","Casasa, Sofia"
WOS:000453779300060,"Mort, M","Mort, M","Mort, Matthew","Mort, Matthew"
WOS:000453779300060,"Cooper, DN","Cooper, DN","Cooper, David N.","Cooper, David N."
WOS:000453779300060,"Hahn, MW","Hahn, MW","Hahn, Matthew W.","Hahn, Matthew W"
WOS:000453779300060,"Radivojac, P","Radivojac, P","Radivojac, Predrag","Radivojac, Predrag"
WOS:000452866000078,"Guerrero, RF","Guerrero, RF","Guerrero, Rafael F.","Guerrero, Rafael F."
WOS:000452866000078,"Hahn, MW","Hahn, MW","Hahn, Matthew W.","Hahn, Matthew W"
WOS:000455327200001,"Rouard, M","Rouard, M","Rouard, Mathieu","Rouard, Mathieu"
WOS:000455327200001,"Droc, G","Droc, G","Droc, Gaetan","Droc, Gaetan"
WOS:000455327200001,"Martin, G","Martin, G","Martin, Guillaume","Martin, Guillaume"
WOS:000455327200001,"Sardos, J","Sardos, J","Sardos, Julie","Sardos, Julie"
